,HS DE Kitchen-Emergency (kW),HS DG Gym (kW),HS Plugload DBH (kW),HS DL Lighting (kW),HS MSWB (kW),HS M1 Chillers (kW)
2016-09-08 01:30:00,27.28367,41.35177,9.549982,24.89019,109.3815,0.0
2016-09-08 01:40:00,,,,,,
2016-09-08 01:45:00,25.83484,40.33282,8.458233,29.39125,110.062,0.0
2016-09-08 01:50:00,,,,,,
2016-09-08 02:00:00,24.60648,39.7599,8.601818,26.30057,105.5331,0.0
2016-09-08 02:10:00,,,,,,
2016-09-08 02:15:00,27.46541,40.14929,8.612368,27.85405,111.3443,0.0
2016-09-08 02:20:00,,,,,,
2016-09-08 02:30:00,27.543,38.99278,8.305315,26.56748,109.1991,0.0
2016-09-08 02:40:00,,,,,,
2016-09-08 02:45:00,25.87831,41.29003,8.027531,27.80132,108.4668,0.0
2016-09-08 02:50:00,,,,,,
2016-09-08 03:00:00,23.20796,39.85729,8.398439,26.25994,105.7394,0.0
2016-09-08 03:10:00,,,,,,
2016-09-08 03:15:00,27.6954,40.81908,8.636103,26.08696,110.1668,0.0
2016-09-08 03:20:00,,,,,,
2016-09-08 03:30:00,24.08886,41.55077,8.247098,25.51728,106.6761,0.0
2016-09-08 03:40:00,,,,,,
2016-09-08 03:45:00,24.17515,40.98526,8.440871,23.48583,104.4418,0.0
2016-09-08 03:50:00,,,,,,
2016-09-08 04:00:00,26.03861,40.36376,8.102206,26.76244,108.6546,0.0
2016-09-08 22:00:00,34.96833,65.35008,9.023911,32.0412,168.6379,0.0
2016-09-08 22:10:00,,,,,,
2016-09-08 22:15:00,39.17293,58.09752,9.732287,35.26617,170.2986,0.0
2016-09-08 22:20:00,,,,,,
2016-09-08 22:30:00,32.26266,58.71988,8.852803,28.76519,157.0498,0.0
2016-09-08 22:40:00,,,,,,
2016-09-08 22:45:00,29.16717,59.30272,9.777696,30.73466,157.1776,0.0
2016-09-08 22:50:00,,,,,,
2016-09-08 23:00:00,31.09304,58.04754,9.529002,28.52954,155.2795,0.0
2016-09-08 23:10:00,,,,,,
2016-09-08 23:15:00,28.97711,56.65077,9.307344,29.25012,151.4689,0.0
2016-09-08 23:20:00,,,,,,
2016-09-08 23:30:00,26.85376,57.65224,8.675027,31.21248,151.3758,0.0
2016-09-08 23:40:00,,,,,,
2016-09-08 23:45:00,29.53852,56.00499,10.09331,30.35443,152.6649,0.0
2016-09-08 23:50:00,,,,,,
2016-09-09 00:00:00,28.37278,55.29052,8.958131,30.25868,150.3827,0.0
2016-09-09 00:10:00,,,,,,
2016-09-09 00:15:00,36.13893,54.89719,9.404745,28.45574,155.3141,0.0
2016-09-09 00:20:00,,,,,,
2016-09-09 00:30:00,37.6723,55.70531,8.963038,30.47349,173.7312,0.0
2016-09-09 00:40:00,,,,,,
2016-09-09 00:45:00,27.57421,40.61654,8.731497,26.77213,129.6743,0.0
2016-09-09 00:50:00,,,,,,
2016-09-09 01:00:00,28.65585,40.91473,8.900664,28.15463,133.2526,0.0
2016-09-09 01:10:00,,,,,,
2016-09-09 01:15:00,27.99721,39.7114,9.602912,25.83523,129.3917,0.0
2016-09-09 01:20:00,,,,,,
2016-09-09 01:30:00,23.98188,40.76556,9.009526,29.09563,129.5132,0.0
2016-09-09 01:40:00,,,,,,
2016-09-09 01:45:00,28.64953,40.79952,8.596893,28.58736,134.7062,0.0
2016-09-09 01:50:00,,,,,,
2016-09-09 02:00:00,28.7007,41.22286,9.617988,26.06833,131.9525,0.0
2016-09-09 02:10:00,,,,,,
2016-09-09 02:15:00,31.38152,40.85149,8.697633,27.62774,135.1873,0.0
2016-09-09 02:20:00,,,,,,
2016-09-09 02:30:00,34.86414,40.45853,8.751709,26.45703,138.0759,0.0
2016-09-09 02:40:00,,,,,,
2016-09-09 02:45:00,27.32713,40.45973,8.401896,26.86292,131.084,0.0
2016-09-09 02:50:00,,,,,,
2016-09-09 03:00:00,26.11532,40.35488,8.718132,25.3984,128.508,0.0
2016-09-09 03:10:00,,,,,,
2016-09-09 03:15:00,28.21439,40.85215,8.468865,28.8441,134.0734,0.0
2016-09-09 03:20:00,,,,,,
2016-09-09 03:30:00,29.07523,40.00964,8.730806,24.6885,131.1188,0.0
2016-09-09 03:40:00,,,,,,
2016-09-09 03:45:00,24.99258,41.22973,9.55306,25.62215,128.7743,0.0
2016-09-09 03:50:00,,,,,,
2016-09-09 04:00:00,24.40728,40.00938,8.741768,23.78934,124.7788,0.0
2016-09-09 22:00:00,39.09855,53.84475,11.44592,27.62689,186.6851,0.0
2016-09-09 22:10:00,,,,,,
2016-09-09 22:15:00,39.71663,53.88264,12.15437,29.13459,188.7173,0.0
2016-09-09 22:20:00,,,,,,
2016-09-09 22:30:00,44.16718,52.84443,11.21846,25.46623,188.0351,0.0
2016-09-09 22:40:00,,,,,,
2016-09-09 22:45:00,40.50935,55.25758,10.8587,29.4917,190.618,0.0
2016-09-09 22:50:00,,,,,,
2016-09-09 23:00:00,29.78617,55.91386,12.21131,26.84243,175.4011,0.0
2016-09-09 23:10:00,,,,,,
2016-09-09 23:15:00,31.07737,54.69092,12.0498,24.79891,185.4613,0.0
2016-09-09 23:20:00,,,,,,
2016-09-09 23:30:00,30.25303,54.23082,11.22646,24.8211,156.5092,0.0
2016-09-09 23:40:00,,,,,,
2016-09-09 23:45:00,26.88509,53.15004,11.38181,27.31676,153.3123,0.0
2016-09-09 23:50:00,,,,,,
2016-09-10 00:00:00,30.95516,54.04409,11.54482,24.04162,155.1602,0.0
2016-09-10 00:10:00,,,,,,
2016-09-10 00:15:00,30.69065,53.45184,10.90676,24.4397,165.8409,0.0
2016-09-10 00:20:00,,,,,,
2016-09-10 00:30:00,28.28336,54.32383,11.42817,23.51973,152.8788,0.0
2016-09-10 00:40:00,,,,,,
2016-09-10 00:45:00,28.50817,39.85226,11.89647,24.74603,140.0071,0.0
2016-09-10 00:50:00,,,,,,
2016-09-10 01:00:00,31.46527,39.25101,11.66356,24.81425,142.8858,0.0
2016-09-10 01:10:00,,,,,,
2016-09-10 01:15:00,24.09308,39.82825,11.10029,24.77885,136.049,0.0
2016-09-10 01:20:00,,,,,,
2016-09-10 01:30:00,25.47225,38.94563,11.07415,23.64574,134.1294,0.0
2016-09-10 01:40:00,,,,,,
2016-09-10 01:45:00,29.02731,39.78592,11.29378,24.95521,138.3032,0.0
2016-09-10 01:50:00,,,,,,
2016-09-10 02:00:00,35.27268,39.37388,11.86861,24.58311,144.1284,0.0
2016-09-10 02:10:00,,,,,,
2016-09-10 02:15:00,33.07121,38.9312,11.39086,22.34253,138.7117,0.0
2016-09-10 02:20:00,,,,,,
2016-09-10 02:30:00,38.63332,40.11749,8.776601,23.35303,144.2476,0.0
2016-09-10 02:40:00,,,,,,
2016-09-10 02:45:00,28.04865,39.97979,8.104644,21.29836,131.2557,0.0
2016-09-10 02:50:00,,,,,,
2016-09-10 03:00:00,24.80293,39.03257,8.62671,24.17071,131.0432,0.0
2016-09-10 03:10:00,,,,,,
2016-09-10 03:15:00,27.82513,39.44946,8.010776,24.9647,132.5971,0.0
2016-09-10 03:20:00,,,,,,
2016-09-10 03:30:00,28.30213,38.47695,8.932041,23.07245,132.4449,0.0
2016-09-10 03:40:00,,,,,,
2016-09-10 03:45:00,24.22872,39.99796,9.819832,22.7461,130.8167,0.0
2016-09-10 03:50:00,,,,,,
2016-09-10 04:00:00,25.65208,39.31807,9.515865,22.78506,131.9745,0.0
2016-09-10 22:00:00,36.50899,55.5151,8.340283,24.1612,159.2626,0.0
2016-09-10 22:10:00,,,,,,
2016-09-10 22:15:00,25.98454,56.588,7.876484,22.27534,149.7678,0.0
2016-09-10 22:20:00,,,,,,
2016-09-10 22:30:00,33.73307,55.91522,8.361313,25.59118,159.7102,0.0
2016-09-10 22:40:00,,,,,,
2016-09-10 22:45:00,32.79192,57.44877,8.312717,23.57176,157.8059,0.0
2016-09-10 22:50:00,,,,,,
2016-09-10 23:00:00,28.70055,55.56062,8.511847,25.84346,154.9261,0.0
2016-09-10 23:10:00,,,,,,
2016-09-10 23:15:00,29.07691,57.29818,8.553383,25.21916,156.1456,0.0
2016-09-10 23:20:00,,,,,,
2016-09-10 23:30:00,32.56962,57.8068,8.138618,24.53739,159.7316,0.0
2016-09-10 23:40:00,,,,,,
2016-09-10 23:45:00,32.91233,56.78183,8.282277,22.44707,156.9145,0.0
2016-09-10 23:50:00,,,,,,
2016-09-11 00:00:00,27.64922,57.41939,8.275211,23.81138,158.4693,0.0
2016-09-11 00:10:00,,,,,,
2016-09-11 00:15:00,30.05339,55.83805,8.494602,25.97177,159.2525,0.0
2016-09-11 00:20:00,,,,,,
2016-09-11 00:30:00,32.52003,57.19886,8.411105,25.54383,158.9089,0.0
2016-09-11 00:40:00,,,,,,
2016-09-11 00:45:00,30.36101,42.1801,8.580636,23.0056,139.3737,0.0
2016-09-11 00:50:00,,,,,,
2016-09-11 01:00:00,35.58006,41.29726,8.207879,24.99833,143.9728,0.0
2016-09-11 01:10:00,,,,,,
2016-09-11 01:15:00,28.76804,41.76697,8.118194,24.93151,138.1597,0.0
2016-09-11 01:20:00,,,,,,
2016-09-11 01:30:00,28.87006,41.56816,8.785354,23.61545,148.4291,0.0
2016-09-11 01:40:00,,,,,,
2016-09-11 01:45:00,29.46358,41.23522,8.722128,22.15319,135.9978,0.0
2016-09-11 01:50:00,,,,,,
2016-09-11 02:00:00,28.45135,41.70485,8.126002,21.99033,145.6044,0.0
2016-09-11 02:10:00,,,,,,
2016-09-11 02:15:00,29.40944,40.83369,8.294808,20.66154,133.5573,0.0
2016-09-11 02:20:00,,,,,,
2016-09-11 02:30:00,28.36185,41.38095,8.12688,25.2366,149.4938,0.0
2016-09-11 02:40:00,,,,,,
2016-09-11 02:45:00,31.08454,41.48518,8.708797,22.49127,138.0239,0.0
2016-09-11 02:50:00,,,,,,
2016-09-11 03:00:00,27.80183,40.90159,8.435796,22.88063,134.3934,0.0
2016-09-11 03:10:00,,,,,,
2016-09-11 03:15:00,34.59936,41.02811,8.987129,23.04389,142.5478,0.0
2016-09-11 03:20:00,,,,,,
2016-09-11 03:30:00,41.62277,40.68831,8.607957,25.44002,150.5039,0.0
2016-09-11 03:40:00,,,,,,
2016-09-11 03:45:00,26.87013,41.63642,9.410521,24.68359,147.7648,0.0
2016-09-11 03:50:00,,,,,,
2016-09-11 04:00:00,27.24773,41.91844,9.357365,24.53571,138.1414,0.0
2016-09-11 22:00:00,35.29174,54.87933,9.493402,44.08317,232.8406,0.0
2016-09-11 22:10:00,,,,,,
2016-09-11 22:15:00,37.12472,55.89631,9.786499,43.63461,204.1804,0.0
2016-09-11 22:20:00,,,,,,
2016-09-11 22:30:00,37.52311,56.21318,10.03573,40.06348,183.5657,0.0
2016-09-11 22:40:00,,,,,,
2016-09-11 22:45:00,31.31645,55.39423,10.1408,39.55093,190.5289,0.0
2016-09-11 22:50:00,,,,,,
2016-09-11 23:00:00,30.23874,53.2373,9.832463,36.07639,170.2194,0.0
2016-09-11 23:10:00,,,,,,
2016-09-11 23:15:00,29.15545,52.63306,9.813195,34.57756,160.9138,0.0
2016-09-11 23:20:00,,,,,,
2016-09-11 23:30:00,27.89422,53.14182,9.998342,35.96997,161.1106,0.0
2016-09-11 23:40:00,,,,,,
2016-09-11 23:45:00,26.88494,53.93112,10.30511,34.17422,160.9236,0.0
2016-09-11 23:50:00,,,,,,
2016-09-12 00:00:00,31.18039,54.5715,9.745366,34.41053,163.4319,0.0
2016-09-12 00:10:00,,,,,,
2016-09-12 00:15:00,29.99524,53.93844,10.01175,33.67356,162.4441,0.0
2016-09-12 00:20:00,,,,,,
2016-09-12 00:30:00,29.25689,53.84349,10.72383,33.23602,163.371,0.0
2016-09-12 00:40:00,,,,,,
2016-09-12 00:45:00,28.84435,40.34047,9.693355,32.18543,144.8662,0.0
2016-09-12 00:50:00,,,,,,
2016-09-12 01:00:00,31.24864,40.64805,9.857836,30.93874,146.7383,0.0
2016-09-12 01:10:00,,,,,,
2016-09-12 01:15:00,33.04787,40.43662,9.999945,32.85242,154.6219,0.0
2016-09-12 01:20:00,,,,,,
2016-09-12 01:30:00,29.73128,43.73562,10.05845,33.16579,150.0923,0.0
2016-09-12 01:40:00,,,,,,
2016-09-12 01:45:00,28.62146,43.0849,9.71264,32.76308,148.5966,0.0
2016-09-12 01:50:00,,,,,,
2016-09-12 02:00:00,24.13806,42.66662,9.578071,30.88907,142.905,0.0
2016-09-12 02:10:00,,,,,,
2016-09-12 02:15:00,25.77764,43.45866,10.09444,33.68314,146.6342,0.0
2016-09-12 02:20:00,,,,,,
2016-09-12 02:30:00,27.19635,43.24791,10.52557,31.13718,146.3602,0.0
2016-09-12 02:40:00,,,,,,
2016-09-12 02:45:00,28.21771,42.67921,9.773893,30.02574,144.3205,0.0
2016-09-12 02:50:00,,,,,,
2016-09-12 03:00:00,34.33308,43.43827,10.18072,33.77208,154.7195,0.0
2016-09-12 03:10:00,,,,,,
2016-09-12 03:15:00,35.30602,40.49322,10.46233,35.16454,156.1566,0.0
2016-09-12 03:20:00,,,,,,
2016-09-12 03:30:00,25.61648,41.0535,9.813162,33.30885,144.0897,0.0
2016-09-12 03:40:00,,,,,,
2016-09-12 03:45:00,29.74511,42.27917,9.917705,31.79367,147.6389,0.0
2016-09-12 03:50:00,,,,,,
2016-09-12 04:00:00,22.55725,42.4228,10.09105,33.49702,142.0686,0.0
2016-09-12 22:00:00,27.92793,61.09668,8.015574,33.77737,167.1047,0.0
2016-09-12 22:10:00,,,,,,
2016-09-12 22:15:00,26.11826,59.6974,8.449084,30.02091,159.3826,0.0
2016-09-12 22:20:00,,,,,,
2016-09-12 22:30:00,34.27855,58.24585,7.514866,32.37639,167.448,0.0
2016-09-12 22:40:00,,,,,,
2016-09-12 22:45:00,44.2753,58.34945,8.456961,30.33389,177.459,0.0
2016-09-12 22:50:00,,,,,,
2016-09-12 23:00:00,38.02795,59.58949,7.942516,30.11989,171.163,0.0
2016-09-12 23:10:00,,,,,,
2016-09-12 23:15:00,34.86394,56.5978,8.202752,28.44255,162.8834,0.0
2016-09-12 23:20:00,,,,,,
2016-09-12 23:30:00,31.08845,56.19123,8.31621,29.99525,162.9532,0.0
2016-09-12 23:40:00,,,,,,
2016-09-12 23:45:00,27.1602,56.02588,8.157885,30.19125,156.8517,0.0
2016-09-12 23:50:00,,,,,,
2016-09-13 00:00:00,29.4438,55.22026,8.135674,27.83341,156.8368,0.0
2016-09-13 00:10:00,,,,,,
2016-09-13 00:15:00,31.64512,54.11041,8.581961,29.13578,158.398,0.0
2016-09-13 00:20:00,,,,,,
2016-09-13 00:30:00,25.8964,55.78633,8.582374,25.49833,152.584,0.0
2016-09-13 00:40:00,,,,,,
2016-09-13 00:45:00,28.82585,40.75689,7.589348,22.10089,133.0542,0.0
2016-09-13 00:50:00,,,,,,
2016-09-13 01:00:00,36.0593,40.27622,8.107426,25.8774,143.9734,0.0
2016-09-13 01:10:00,,,,,,
2016-09-13 01:15:00,34.05699,39.91767,7.970748,26.39537,142.8872,0.0
2016-09-13 01:20:00,,,,,,
2016-09-13 01:30:00,36.55695,39.07233,7.83713,28.14263,145.1092,0.0
2016-09-13 01:40:00,,,,,,
2016-09-13 01:45:00,26.45464,42.01587,7.1846,26.38312,136.1182,0.0
2016-09-13 01:50:00,,,,,,
2016-09-13 02:00:00,27.91048,42.54467,7.953411,28.66825,140.9107,0.0
2016-09-13 02:10:00,,,,,,
2016-09-13 02:15:00,26.23895,42.45378,7.457881,26.71853,137.1514,0.0
2016-09-13 02:20:00,,,,,,
2016-09-13 02:30:00,27.33807,42.73839,7.107234,26.16542,138.1142,0.0
2016-09-13 02:40:00,,,,,,
2016-09-13 02:45:00,24.25152,43.30227,7.654598,24.2612,135.0333,0.0
2016-09-13 02:50:00,,,,,,
2016-09-13 03:00:00,30.39382,43.26286,7.962163,27.78368,144.0902,0.0
2016-09-13 03:10:00,,,,,,
2016-09-13 03:15:00,26.49498,42.76604,7.728387,28.50294,139.0257,0.0
2016-09-13 03:20:00,,,,,,
2016-09-13 03:30:00,24.62066,41.79472,7.273822,26.18142,134.1269,0.0
2016-09-13 03:40:00,,,,,,
2016-09-13 03:45:00,35.56098,42.52277,7.519951,26.40358,146.4615,0.0
2016-09-13 03:50:00,,,,,,
2016-09-13 04:00:00,35.5899,41.6611,7.749645,27.94573,146.576,0.0
2016-09-13 22:00:00,38.17163,33.60404,8.794933,27.97425,142.0159,0.0
2016-09-13 22:10:00,,,,,,
2016-09-13 22:15:00,29.55214,31.89306,8.00048,32.77568,137.0062,0.0
2016-09-13 22:20:00,,,,,,
2016-09-13 22:30:00,30.52875,32.55992,8.073166,34.76244,139.6523,0.0
2016-09-13 22:40:00,,,,,,
2016-09-13 22:45:00,31.85173,33.18546,8.395042,29.11445,136.6688,0.0
2016-09-13 22:50:00,,,,,,
2016-09-13 23:00:00,30.93797,32.66296,8.212256,27.13622,132.8287,0.0
2016-09-13 23:10:00,,,,,,
2016-09-13 23:15:00,28.46778,31.91062,8.163341,28.21512,146.9841,0.0
2016-09-13 23:20:00,,,,,,
2016-09-13 23:30:00,25.6111,32.33724,7.889993,26.30673,126.8425,0.0
2016-09-13 23:40:00,,,,,,
2016-09-13 23:45:00,27.9285,31.96409,8.008221,28.75766,145.9369,0.0
2016-09-13 23:50:00,,,,,,
2016-09-14 00:00:00,30.4891,32.36996,8.223218,29.96545,151.2669,0.0
2016-09-14 00:10:00,,,,,,
2016-09-14 00:15:00,29.12203,31.49734,7.729214,28.26352,147.6695,0.0
2016-09-14 00:20:00,,,,,,
2016-09-14 00:30:00,26.76995,31.85708,7.707055,28.27141,128.7575,0.0
2016-09-14 00:40:00,,,,,,
2016-09-14 00:45:00,35.77674,17.43813,8.088496,25.87203,120.0843,0.0
2016-09-14 00:50:00,,,,,,
2016-09-14 01:00:00,36.54317,17.34983,9.111741,24.03229,136.0473,0.0
2016-09-14 01:10:00,,,,,,
2016-09-14 01:15:00,33.01813,17.0974,7.774487,30.13232,126.3837,0.0
2016-09-14 01:20:00,,,,,,
2016-09-14 01:30:00,21.98046,17.33248,8.099998,28.1259,108.1667,0.0
2016-09-14 01:40:00,,,,,,
2016-09-14 01:45:00,26.49238,18.0733,7.758204,25.73014,126.4643,0.0
2016-09-14 01:50:00,,,,,,
2016-09-14 02:00:00,30.41093,16.97809,7.686159,28.50323,119.1887,0.0
2016-09-14 02:10:00,,,,,,
2016-09-14 02:15:00,25.13713,16.76631,8.049842,28.05805,110.9693,0.0
2016-09-14 02:20:00,,,,,,
2016-09-14 02:30:00,25.44372,17.51189,7.916773,27.55096,125.1694,0.0
2016-09-14 02:40:00,,,,,,
2016-09-14 02:45:00,28.41801,16.5466,8.034184,27.71553,114.2675,0.0
2016-09-14 02:50:00,,,,,,
2016-09-14 03:00:00,27.75176,16.22521,8.185147,29.30763,115.7946,0.0
2016-09-14 03:10:00,,,,,,
2016-09-14 03:15:00,31.82379,16.0554,7.648923,26.65627,115.0103,0.0
2016-09-14 03:20:00,,,,,,
2016-09-14 03:30:00,34.74665,16.41274,7.67459,26.54726,118.222,0.0
2016-09-14 03:40:00,,,,,,
2016-09-14 03:45:00,33.90231,16.12014,8.529343,26.72777,118.0119,0.0
2016-09-14 03:50:00,,,,,,
2016-09-14 04:00:00,34.1595,17.72457,7.790668,26.1208,119.3462,0.0
2016-09-14 22:00:00,33.84319,67.62444,9.052682,43.94091,187.2086,0.0
2016-09-14 22:10:00,,,,,,
2016-09-14 22:15:00,37.27985,66.90411,8.984364,43.70194,190.4107,0.0
2016-09-14 22:20:00,,,,,,
2016-09-14 22:30:00,42.89732,65.52227,8.868353,39.75625,189.7375,0.0
2016-09-14 22:40:00,,,,,,
2016-09-14 22:45:00,30.83244,35.25663,9.458897,35.86582,120.9612,0.0
2016-09-14 22:50:00,,,,,,
2016-09-14 23:00:00,30.44865,35.75785,8.789562,42.42257,124.0534,0.0
2016-09-14 23:10:00,,,,,,
2016-09-14 23:15:00,28.51005,40.05702,8.616751,45.05525,128.6047,0.0
2016-09-14 23:20:00,,,,,,
2016-09-14 23:30:00,27.81022,38.25814,8.956032,37.52574,118.0181,0.0
2016-09-14 23:40:00,,,,,,
2016-09-14 23:45:00,27.50183,38.17696,8.689792,36.62439,119.148,0.0
2016-09-14 23:50:00,,,,,,
2016-09-15 00:00:00,30.22281,41.08018,8.376422,41.80014,129.6803,0.0
2016-09-15 00:10:00,,,,,,
2016-09-15 00:15:00,27.51298,40.00225,8.716784,38.09431,121.2854,0.0
2016-09-15 00:20:00,,,,,,
2016-09-15 00:30:00,28.29829,37.95016,8.89822,35.67069,118.8652,0.0
2016-09-15 00:40:00,,,,,,
2016-09-15 00:45:00,29.03413,25.09765,8.900843,34.11012,102.738,0.0
2016-09-15 00:50:00,,,,,,
2016-09-15 01:00:00,25.33611,25.43018,8.343884,35.9208,100.6884,0.0
2016-09-15 01:10:00,,,,,,
2016-09-15 01:15:00,33.61743,25.64495,8.576428,39.20539,113.8778,0.0
2016-09-15 01:20:00,,,,,,
2016-09-15 01:30:00,36.02819,24.29023,8.372292,37.46886,110.8561,0.0
2016-09-15 01:40:00,,,,,,
2016-09-15 01:45:00,35.59775,26.16181,8.942144,37.37306,113.9439,0.0
2016-09-15 01:50:00,,,,,,
2016-09-15 02:00:00,24.14882,22.09176,8.46019,38.27465,98.36496,0.0
2016-09-15 02:10:00,,,,,,
2016-09-15 02:15:00,29.63354,24.14963,8.412834,39.19471,106.8417,0.0
2016-09-15 02:20:00,,,,,,
2016-09-15 02:30:00,27.44214,23.84999,9.130116,38.13369,104.0042,0.0
2016-09-15 02:40:00,,,,,,
2016-09-15 02:45:00,24.13032,28.92529,8.920675,38.01111,106.4771,0.0
2016-09-15 02:50:00,,,,,,
2016-09-15 03:00:00,29.19194,28.60192,8.272512,38.79534,110.9511,0.0
2016-09-15 03:10:00,,,,,,
2016-09-15 03:15:00,26.43099,27.76357,8.5342,35.78493,104.1122,0.0
2016-09-15 03:20:00,,,,,,
2016-09-15 03:30:00,25.07109,27.67903,8.365294,35.84658,113.4924,8.432836
2016-09-15 03:40:00,,,,,,
2016-09-15 03:45:00,27.26081,31.84687,8.40274,37.53803,109.0426,0.0
2016-09-15 03:50:00,,,,,,
2016-09-15 04:00:00,26.45216,27.7349,8.060804,35.28925,103.2158,0.0
2016-09-15 22:00:00,28.08778,26.16554,7.962636,27.14323,97.14753,0.0
2016-09-15 22:10:00,,,,,,
2016-09-15 22:15:00,29.31162,27.66204,8.17077,28.43915,100.468,0.0
2016-09-15 22:20:00,,,,,,
2016-09-15 22:30:00,33.68303,28.66805,8.765445,24.34296,103.1926,0.0
2016-09-15 22:40:00,,,,,,
2016-09-15 22:45:00,41.50195,26.78778,7.809818,28.7638,111.9516,0.0
2016-09-15 22:50:00,,,,,,
2016-09-15 23:00:00,35.11884,26.78154,8.587492,28.20935,107.3069,0.0
2016-09-15 23:10:00,,,,,,
2016-09-15 23:15:00,37.20402,26.60382,7.621029,27.68498,106.0876,0.0
2016-09-15 23:20:00,,,,,,
2016-09-15 23:30:00,35.21619,25.74154,8.394249,23.87604,101.2027,0.0
2016-09-15 23:40:00,,,,,,
2016-09-15 23:45:00,31.55026,24.5924,7.974956,26.18804,98.23487,0.0
2016-09-15 23:50:00,,,,,,
2016-09-16 00:00:00,27.57095,24.44835,8.569176,25.19289,93.32424,0.0
2016-09-16 00:10:00,,,,,,
2016-09-16 00:15:00,30.82486,26.11775,7.726853,26.94317,99.38728,0.0
2016-09-16 00:20:00,,,,,,
2016-09-16 00:30:00,27.32394,24.41803,7.907784,26.47949,93.59865,0.0
2016-09-16 00:40:00,,,,,,
2016-09-16 00:45:00,28.98648,12.41292,8.172253,25.05333,81.35571,0.0
2016-09-16 00:50:00,,,,,,
2016-09-16 01:00:00,25.22504,10.42953,8.030405,25.38424,75.96746,0.0
2016-09-16 01:10:00,,,,,,
2016-09-16 01:15:00,26.71518,10.29105,7.644243,27.37231,79.64017,0.0
2016-09-16 01:20:00,,,,,,
2016-09-16 01:30:00,25.6089,10.68931,8.139729,25.77839,77.55934,0.0
2016-09-16 01:40:00,,,,,,
2016-09-16 01:45:00,27.25363,9.273987,7.948613,24.44261,75.75465,0.0
2016-09-16 01:50:00,,,,,,
2016-09-16 02:00:00,39.53012,9.554832,8.098674,23.3637,88.27014,0.0
2016-09-16 02:10:00,,,,,,
2016-09-16 02:15:00,32.45609,10.13464,7.63565,26.17892,83.09767,0.0
2016-09-16 02:20:00,,,,,,
2016-09-16 02:30:00,37.79071,9.759928,7.791739,27.64318,90.15159,0.0
2016-09-16 02:40:00,,,,,,
2016-09-16 02:45:00,32.37309,9.338629,8.193401,27.80207,83.37748,0.0
2016-09-16 02:50:00,,,,,,
2016-09-16 03:00:00,30.02206,9.497846,7.669159,25.46897,79.93214,0.0
2016-09-16 03:10:00,,,,,,
2016-09-16 03:15:00,24.49866,10.79044,8.190391,25.56505,76.25282,0.0
2016-09-16 03:20:00,,,,,,
2016-09-16 03:30:00,26.22634,10.14205,7.788367,22.9426,73.88131,0.0
2016-09-16 03:40:00,,,,,,
2016-09-16 03:45:00,24.19015,11.64289,7.406554,27.45374,78.11419,0.0
2016-09-16 03:50:00,,,,,,
2016-09-16 04:00:00,27.08424,11.33463,7.664581,24.39322,78.67812,0.0
2016-09-16 22:00:00,28.06817,27.17157,8.207677,26.91814,103.491,0.0
2016-09-16 22:10:00,,,,,,
2016-09-16 22:15:00,29.32697,37.65505,7.766072,26.73645,113.0193,0.0
2016-09-16 22:20:00,,,,,,
2016-09-16 22:30:00,29.45552,30.48249,7.787144,22.87668,103.4288,0.0
2016-09-16 22:40:00,,,,,,
2016-09-16 22:45:00,33.60445,27.66214,7.443437,24.33788,100.1066,0.0
2016-09-16 22:50:00,,,,,,
2016-09-16 23:00:00,27.65171,23.47671,7.514655,20.97988,88.05582,0.0
2016-09-16 23:10:00,,,,,,
2016-09-16 23:15:00,28.68955,21.80022,7.465714,21.33633,88.15068,0.0
2016-09-16 23:20:00,,,,,,
2016-09-16 23:30:00,25.45811,22.68541,7.440166,23.16224,86.96741,0.0
2016-09-16 23:40:00,,,,,,
2016-09-16 23:45:00,33.29958,22.55784,20.17005,23.0469,108.2885,0.0
2016-09-16 23:50:00,,,,,,
2016-09-17 00:00:00,32.68891,22.72022,20.86583,26.78347,111.1301,0.0
2016-09-17 00:10:00,,,,,,
2016-09-17 00:15:00,33.61806,20.08069,22.20874,22.08587,106.5585,0.0
2016-09-17 00:20:00,,,,,,
2016-09-17 00:30:00,29.13596,21.15675,20.60653,25.99453,104.3501,0.0
2016-09-17 00:40:00,,,,,,
2016-09-17 00:45:00,26.86472,7.719517,7.768829,18.32215,68.82748,0.0
2016-09-17 00:50:00,,,,,,
2016-09-17 01:00:00,26.42779,8.313181,8.159462,19.80705,69.76386,0.0
2016-09-17 01:10:00,,,,,,
2016-09-17 01:15:00,28.38245,8.425296,7.671192,29.18495,81.62682,0.0
2016-09-17 01:20:00,,,,,,
2016-09-17 01:30:00,22.95662,9.275579,7.499048,22.72691,70.16537,0.0
2016-09-17 01:40:00,,,,,,
2016-09-17 01:45:00,27.57279,9.339211,7.769352,22.4286,75.7612,0.0
2016-09-17 01:50:00,,,,,,
2016-09-17 02:00:00,23.66793,7.308783,7.205504,21.69814,67.19336,0.0
2016-09-17 02:10:00,,,,,,
2016-09-17 02:15:00,30.5483,11.13029,7.093507,21.55502,78.88658,0.0
2016-09-17 02:20:00,,,,,,
2016-09-17 02:30:00,24.15471,10.08885,7.97122,22.39086,71.83133,0.0
2016-09-17 02:40:00,,,,,,
2016-09-17 02:45:00,27.25522,10.20567,7.36699,24.06135,76.95702,0.0
2016-09-17 02:50:00,,,,,,
